0.0,0.0,6.0
0.0,0.02,5.9763
0.0,0.04,5.9453
0.0,0.06,5.9079
0.0,0.08,5.8652
0.0,0.1,5.8191
0.0,0.12,5.7714
0.0,0.14,5.7244
0.0,0.16,5.6803
0.0,0.18,5.6414
0.0,0.2,5.6098
0.0,0.22,5.5872
0.0,0.24,5.5751
0.0,0.26,5.5743
0.0,0.28,5.5851
0.0,0.3,5.6073
0.0,0.32,5.6399
0.0,0.34,5.6813
0.0,0.36,5.7295
0.0,0.38,5.7818
0.0,0.4,5.8351
0.0,0.42,5.8862
0.0,0.44,5.9315
0.0,0.46,5.9677
0.0,0.48,5.9915
0.0,0.5,6.0
0.0,0.52,5.9908
0.0,0.54,5.9621
0.0,0.56,5.9128
0.0,0.58,5.8428
0.0,0.6,5.7527
0.0,0.62,5.644
0.0,0.64,5.5192
0.0,0.66,5.3814
0.0,0.68,5.2348
0.0,0.7,5.0837
0.0,0.72,4.9331
0.0,0.74,4.7883
0.0,0.76,4.6544
0.0,0.78,4.5365
0.0,0.8,4.4392
0.0,0.82,4.3665
0.0,0.84,4.3217
0.0,0.86,4.307
0.0,0.88,4.3238
0.0,0.9,4.3719
0.0,0.92,4.4502
0.0,0.94,4.5563
0.0,0.96,4.6866
0.0,0.98,4.8364
0.0,1.0,5.0
0.02,0.0,5.9763
0.02,0.02,5.9525
0.02,0.04,5.9215
0.02,0.06,5.8841
0.02,0.08,5.8415
0.02,0.1,5.7954
0.02,0.12,5.7477
0.02,0.14,5.7007
0.02,0.16,5.6566
0.02,0.18,5.6177
0.02,0.2,5.586
0.02,0.22,5.5635
0.02,0.24,5.5513
0.02,0.26,5.5505
0.02,0.28,5.5614
0.02,0.3,5.5835
0.02,0.32,5.6161
0.02,0.34,5.6576
0.02,0.36,5.7058
0.02,0.38,5.758
0.02,0.4,5.8114
0.02,0.42,5.8624
0.02,0.44,5.9078
0.02,0.46,5.9439
0.02,0.48,5.9678
0.02,0.5,5.9763
0.02,0.52,5.967
0.02,0.54,5.9383
0.02,0.56,5.8891
0.02,0.58,5.8191
0.02,0.6,5.7289
0.02,0.62,5.6202
0.02,0.64,5.4954
0.02,0.66,5.3577
0.02,0.68,5.211
0.02,0.7,5.0599
0.02,0.72,4.9094
0.02,0.74,4.7646
0.02,0.76,4.6307
0.02,0.78,4.5127
0.02,0.8,4.4154
0.02,0.82,4.3427
0.02,0.84,4.2979
0.02,0.86,4.2833
0.02,0.88,4.3
0.02,0.9,4.3481
0.02,0.92,4.4265
0.02,0.94,4.5326
0.02,0.96,4.6629
0.02,0.98,4.8126
0.02,1.0,4.9763
0.04,0.0,5.9453
0.04,0.02,5.9215
0.04,0.04,5.8906
0.04,0.06,5.8531
0.04,0.08,5.8105
0.04,0.1,5.7644
0.04,0.12,5.7167
0.04,0.14,5.6697
0.04,0.16,5.6256
0.04,0.18,5.5867
0.04,0.2,5.5551
0.04,0.22,5.5325
0.04,0.24,5.5204
0.04,0.26,5.5195
0.04,0.28,5.5304
0.04,0.3,5.5526
0.04,0.32,5.5852
0.04,0.34,5.6266
0.04,0.36,5.6748
0.04,0.38,5.7271
0.04,0.4,5.7804
0.04,0.42,5.8314
0.04,0.44,5.8768
0.04,0.46,5.913
0.04,0.48,5.9368
0.04,0.5,5.9453
0.04,0.52,5.9361
0.04,0.54,5.9074
0.04,0.56,5.8581
0.04,0.58,5.7881
0.04,0.6,5.6979
0.04,0.62,5.5893
0.04,0.64,5.4644
0.04,0.66,5.3267
0.04,0.68,5.18
0.04,0.7,5.029
0.04,0.72,4.8784
0.04,0.74,4.7336
0.04,0.76,4.5997
0.04,0.78,4.4818
0.04,0.8,4.3844
0.04,0.82,4.3117
0.04,0.84,4.2669
0.04,0.86,4.2523
0.04,0.88,4.269
0.04,0.9,4.3172
0.04,0.92,4.3955
0.04,0.94,4.5016
0.04,0.96,4.6319
0.04,0.98,4.7816
0.04,1.0,4.9453
0.06,0.0,5.9079
0.06,0.02,5.8841
0.06,0.04,5.8531
0.06,0.06,5.8157
0.06,0.08,5.7731
0.06,0.1,5.7269
0.06,0.12,5.6793
0.06,0.14,5.6322
0.06,0.16,5.5882
0.06,0.18,5.5493
0.06,0.2,5.5176
0.06,0.22,5.4951
0.06,0.24,5.4829
0.06,0.26,5.4821
0.06,0.28,5.493
0.06,0.3,5.5151
0.06,0.32,5.5477
0.06,0.34,5.5892
0.06,0.36,5.6374
0.06,0.38,5.6896
0.06,0.4,5.743
0.06,0.42,5.794
0.06,0.44,5.8394
0.06,0.46,5.8755
0.06,0.48,5.8993
0.06,0.5,5.9079
0.06,0.52,5.8986
0.06,0.54,5.8699
0.06,0.56,5.8207
0.06,0.58,5.7507
0.06,0.6,5.6605
0.06,0.62,5.5518
0.06,0.64,5.427
0.06,0.66,5.2893
0.06,0.68,5.1426
0.06,0.7,4.9915
0.06,0.72,4.841
0.06,0.74,4.6962
0.06,0.76,4.5623
0.06,0.78,4.4443
0.06,0.8,4.347
0.06,0.82,4.2743
0.06,0.84,4.2295
0.06,0.86,4.2149
0.06,0.88,4.2316
0.06,0.9,4.2797
0.06,0.92,4.3581
0.06,0.94,4.4642
0.06,0.96,4.5945
0.06,0.98,4.7442
0.06,1.0,4.9079
0.08,0.0,5.8652
0.08,0.02,5.8415
0.08,0.04,5.8105
0.08,0.06,5.7731
0.08,0.08,5.7305
0.08,0.1,5.6843
0.08,0.12,5.6367
0.08,0.14,5.5896
0.08,0.16,5.5456
0.08,0.18,5.5067
0.08,0.2,5.475
0.08,0.22,5.4524
0.08,0.24,5.4403
0.08,0.26,5.4395
0.08,0.28,5.4503
0.08,0.3,5.4725
0.08,0.32,5.5051
