0,0
16,16
5,5
1,1
7,7
10,10
2,2
16,16
4,4
3,3
16,16
17,17
4,4
12,12
11,11
5,5
1,1
3,3
6,6
3,3
11,11
7,7
6,6
13,13
8,8
9,9
12,12
9,9
17,17
6,6
10,10
14,14
15,15
11,11
3,3
10,10
12,12
2,2
4,4
13,13
6,6
0,0
14,14
6,6
13,13
15,15
5,5
7,7
16,16
10,10
7,7
17,17
3,3
13,13
0.02217923,0.0912351
0.46237,0.02175024
0.3760461,0.2531453
0.229055,0.4383706
0.5939542,0.6718656
0.1185425,0.5272001
0.6039638,0.5693886
0.5957525,0.8474347
0.02125619,0.3669031
0.8689463,0.5187319
0.8817547,0.2078842
0.6369772,0.663871
0.7819655,0.6599468
0.5181172,0.2122096
0.9023491,0.7327803
0.7371679,0.3537156
0.419214,0.8228325
0.491463,0.9616244
0.2335714,0.7926647
0.7273832,0.4748883
0.2774716,0.9090993
0.3446541,0.2020882
0.04441439,0.8489595
0.3523055,0.6889488
0.6001111,0.3261903
0.8666287,0.4272986
0.8493482,0.2175752
0.5538488,0.0640506
0.889975,0.1140379
0.1584213,0.7874141
0.02741439,0.265535
0.7321341,0.6047947
0.2086442,0.3455793
0.2023992,0.0779691
0.1095398,0.994877
0.7281729,0.2645179
0.6132761,0.5802496
0.5454521,0.6925727
0.5702154,0.8725042
0.757353,0.6661762
0.824032,0.005745728
0.7287485,0.08756165
0.221634,0.4172816
0.1658269,0.1615851
0.8317633,0.3079816
0.3359842,0.2730682
0.7491384,0.2757484
0.5505045,0.6927508
0.7004397,0.04547544
0.379135,0.6030677
0.6834442,0.8061073
0.5395081,0.579541
0.1697412,0.177379
0.1743242,0.2956181
0.9223876,0.6598621
0.513114,0.4394227
0.1469874,0.4933411
0.5657198,0.969777
0.1592413,0.2194618
0.6672199,0.5983734
0.7032959,0.1882432
0.8924617,0.1596831
0.3551539,0.05359644
0.4811981,0.971479
0.3052316,0.7553085
0.8014225,0.693347
0.5297476,0.2789523
0.1409317,0.04202383
0.5703413,0.9579688
0.5999536,0.4302979
0.1883591,0.8575071
0.07047629,0.3203731
0.3472414,0.9482046
0.643076,0.1607807
0.1414875,0.1444261
0.8020199,0.3012104
0.4921549,0.8179377
0.5033022,0.577085
0.461812,0.2964431
0.3104159,0.9615891
0.1163314,0.2011851
0.2181739,0.7797292
0.8885558,0.9925479
0.9032359,0.5367712
0.3105577,0.07322966
0.7183942,0.7423191
0.8270887,0.2075192
0.3173121,0.6633363
0.9772456,0.503319
0.05791027,0.8302254
0.5494085,0.2564173
0.006507965,0.5503188
0.3707642,0.1656969
0.7594453,0.2097138
0.5128281,0.5285526
0.3436577,0.3595073
0.9688696,0.2271401
0.187916,0.7742782
0.7416995,0.1373254
0.2719021,0.4660607
0.6287825,0.8639091
0.1522196,0.2083143
0.3634792,0.2967056
0.041785,0.07737782
0.9782822,0.6396968
0.8402346,0.3999035
0.9740619,0.5840333
0.1675749,0.93232
0.08697627,0.8338617
0.1011727,0.1931143
0.8920358,0.2483254
0.7753706,0.7736318
0.1630387,0.9144453
0.4917436,0.2235013
0.2312357,0.6935715
0.4713823,0.05632459
0.3639113,0.7654582
0.9624365,0.6153654
0.6403167,0.05984998
0.9256307,0.4824551
0.6134337,0.1436061
0.6499364,0.1512738
0.2093459,0.6345817
0.1276927,0.1513106
0.6485312,0.4514164
0.9526612,0.4926918
0.7733674,0.2033214
0.7712139,0.325964
0.6812621,0.1020484
0.2484077,0.08434382
0.7794724,0.9337063
0.8536814,0.2167129
0.1175356,0.8640931
0.7498304,0.08607306
0.6961144,0.6417568
0.01839421,0.9448535
0.1755827,0.6745883
0.5807673,0.4253226
0.773793,0.2759582
0.08451091,0.3193862
0.3394119,0.3323069
0.173898,0.06403175
0.4689259,0.6614235
0.8775261,0.6563794
