0.0,0.0,0.5
0.0,0.01,0.49
0.0,0.02,0.48
0.0,0.03,0.47
0.0,0.04,0.46
0.0,0.05,0.45
0.0,0.06,0.44
0.0,0.07,0.43
0.0,0.08,0.42
0.0,0.09,0.41
0.0,0.1,0.4
0.0,0.11,0.39
0.0,0.12,0.38
0.0,0.13,0.37
0.0,0.14,0.36
0.0,0.15,0.35
0.0,0.16,0.34
0.0,0.17,0.33
0.0,0.18,0.32
0.0,0.19,0.31
0.0,0.2,0.3
0.0,0.21,0.29
0.0,0.22,0.28
0.0,0.23,0.27
0.0,0.24,0.26
0.0,0.25,0.25
0.0,0.26,0.24
0.0,0.27,0.23
0.0,0.28,0.22
0.0,0.29,0.21
0.0,0.3,0.2
0.0,0.31,0.19
0.0,0.32,0.18
0.0,0.33,0.17
0.0,0.34,0.16
0.0,0.35,0.15
0.0,0.36,0.14
0.0,0.37,0.13
0.0,0.38,0.12
0.0,0.39,0.11
0.0,0.4,0.1
0.0,0.41,0.09
0.0,0.42,0.08
0.0,0.43,0.07
0.0,0.44,0.06
0.0,0.45,0.05
0.0,0.46,0.04
0.0,0.47,0.03
0.0,0.48,0.02
0.0,0.49,0.01
0.0,0.5,0.0
0.0002,0.0098,0.49
0.0004,0.0096,0.49
0.0004,0.0196,0.48
0.0006,0.0094,0.49
0.0006,0.0294,0.47
0.0008,0.0092,0.49
0.0008,0.0192,0.48
0.0008,0.0392,0.46
0.001,0.009,0.49
0.001,0.049,0.45
0.0012,0.0088,0.49
0.0012,0.0188,0.48
0.0012,0.0288,0.47
0.0012,0.0588,0.44
0.0014,0.0086,0.49
0.0014,0.0686,0.43
0.0016,0.0084,0.49
0.0016,0.0184,0.48
0.0016,0.0384,0.46
0.0016,0.0784,0.42
0.0018,0.0082,0.49
0.0018,0.0282,0.47
0.0018,0.0882,0.41
0.002,0.008,0.49
0.002,0.018,0.48
0.002,0.048,0.45
0.002,0.098,0.4
0.0022,0.0078,0.49
0.0022,0.1078,0.39
0.0024,0.0076,0.49
0.0024,0.0176,0.48
0.0024,0.0276,0.47
0.0024,0.0376,0.46
0.0024,0.0576,0.44
0.0024,0.1176,0.38
0.0026,0.0074,0.49
0.0026,0.1274,0.37
0.0028,0.0072,0.49
0.0028,0.0172,0.48
0.0028,0.0672,0.43
0.0028,0.1372,0.36
0.003,0.007,0.49
0.003,0.027,0.47
0.003,0.047,0.45
0.003,0.147,0.35
0.0032,0.0068,0.49
0.0032,0.0168,0.48
0.0032,0.0368,0.46
0.0032,0.0768,0.42
0.0032,0.1568,0.34
0.0034,0.0066,0.49
0.0034,0.1666,0.33
0.0036,0.0064,0.49
0.0036,0.0164,0.48
0.0036,0.0264,0.47
0.0036,0.0564,0.44
0.0036,0.0864,0.41
0.0036,0.1764,0.32
0.0038,0.0062,0.49
0.0038,0.1862,0.31
0.004,0.006,0.49
0.004,0.016,0.48
0.004,0.036,0.46
0.004,0.046,0.45
0.004,0.096,0.4
0.004,0.196,0.3
0.0042,0.0058,0.49
0.0042,0.0258,0.47
0.0042,0.0658,0.43
0.0042,0.2058,0.29
0.0044,0.0056,0.49
0.0044,0.0156,0.48
0.0044,0.1056,0.39
0.0044,0.2156,0.28
0.0046,0.0054,0.49
0.0046,0.2254,0.27
0.0048,0.0052,0.49
0.0048,0.0152,0.48
0.0048,0.0252,0.47
0.0048,0.0352,0.46
0.0048,0.0552,0.44
0.0048,0.0752,0.42
0.0048,0.1152,0.38
0.0048,0.2352,0.26
0.005,0.005,0.49
0.005,0.045,0.45
0.005,0.245,0.25
0.0052,0.0048,0.49
0.0052,0.0148,0.48
0.0052,0.1248,0.37
0.0052,0.2548,0.24
0.0054,0.0046,0.49
0.0054,0.0246,0.47
0.0054,0.0846,0.41
0.0054,0.2646,0.23
0.0056,0.0044,0.49
0.0056,0.0144,0.48
0.0056,0.0344,0.46
0.0056,0.0644,0.43
0.0056,0.1344,0.36
0.0056,0.2744,0.22
0.0058,0.0042,0.49
0.0058,0.2842,0.21
0.006,0.004,0.49
0.006,0.014,0.48
0.006,0.024,0.47
0.006,0.044,0.45
0.006,0.054,0.44
0.006,0.094,0.4
0.006,0.144,0.35
0.006,0.294,0.2
0.0062,0.0038,0.49
0.0062,0.3038,0.19
0.0064,0.0036,0.49
0.0064,0.0136,0.48
0.0064,0.0336,0.46
0.0064,0.0736,0.42
0.0064,0.1536,0.34
0.0064,0.3136,0.18
0.0066,0.0034,0.49
0.0066,0.0234,0.47
0.0066,0.1034,0.39
0.0066,0.3234,0.17
0.0068,0.0032,0.49
0.0068,0.0132,0.48
0.0068,0.1632,0.33
0.0068,0.3332,0.16
0.007,0.003,0.49
0.007,0.043,0.45
0.007,0.063,0.43
0.007,0.343,0.15
0.0072,0.0028,0.49
0.0072,0.0128,0.48
