0.0,0.0,1.0
0.0104,0.0296,0.9995
0.0208,0.0593,0.998
0.0311,0.0888,0.9956
0.0415,0.1183,0.9921
0.0517,0.1476,0.9877
0.062,0.1768,0.9823
0.0722,0.2059,0.9759
0.0823,0.2347,0.9686
0.0923,0.2633,0.9603
0.1022,0.2916,0.9511
0.112,0.3197,0.9409
0.1218,0.3474,0.9298
0.1314,0.3748,0.9178
0.1408,0.4018,0.9048
0.1502,0.4284,0.891
0.1593,0.4546,0.8763
0.1684,0.4804,0.8607
0.1772,0.5057,0.8443
0.1859,0.5304,0.8271
0.1944,0.5547,0.809
0.2027,0.5784,0.7902
0.2108,0.6015,0.7705
0.2187,0.6241,0.7501
0.2264,0.646,0.729
0.2339,0.6673,0.7071
0.2411,0.6879,0.6845
0.2481,0.7079,0.6613
0.2548,0.7271,0.6374
0.2613,0.7457,0.6129
0.2676,0.7635,0.5878
0.2736,0.7805,0.5621
0.2793,0.7968,0.5358
0.2847,0.8123,0.509
0.2898,0.827,0.4818
0.2947,0.8409,0.454
0.2993,0.8539,0.4258
0.3035,0.8661,0.3971
0.3075,0.8774,0.3681
0.3112,0.8879,0.3387
0.3146,0.8975,0.309
0.3176,0.9062,0.279
0.3204,0.9141,0.2487
0.3228,0.921,0.2181
0.3249,0.927,0.1874
0.3267,0.9321,0.1564
0.3281,0.9363,0.1253
0.3293,0.9395,0.0941
0.3301,0.9419,0.0628
0.3306,0.9433,0.0314
0.3307,0.9437,0.0
