80,74
-62,20
81,78
90,57
60,-4
0,0
-66,-58
-28,-16
6,-7
100,91
61,44
-70,-37
-30,-93
-36,-7
13,-54
-25,-35
50,-15
-73,-45
45,18
-81,-71
2,-35
53,0
44,-26
74,32
4,-13
5,63
61,77
-36,-61
0,0
27,-21
0,0
0,0
0,0
-51,-42
49,53
93,31
44,81
-57,-2
91,51
0,0
95,84
38,43
-22,-44
-73,-37
-76,-70
-70,-68
0,0
90,42
75,34
0,0
0,0
-37,-19
99,94
-84,-7
9,-17
7,30
50,39
-34,9
-93,-98
-87,-63
3,48
18,-20
0,0
-18,1
-5,-86
1,35
-89,-74
9,44
27,11
0,0
5,-2
0,0
0,0
0,0
69,19
68,73
10,12
4,-22
-58,-65
0,0
-49,-61
49,92
64,42
-33,0
-24,-39
-6,-53
0,0
-24,-17
83,69
43,49
74,82
0,0
0,0
-79,-33
75,-1
0,0
0,0
0,0
43,-11
57,73
75,26
0,0
0,0
7,0
-67,-76
65,13
0,0
88,88
-47,-26
94,82
-21,-40
-68,-61
42,-39
25,-21
-84,-93
59,76
-56,-83
49,-1
27,45
29,-8
-33,15
0,0
-63,-74
-40,-69
-63,-78
80,92
77,90
37,1
-45,-92
18,-19
70,94
-34,-35
70,38
-65,-64
31,64
-86,-27
-82,-69
-46,-78
0,0
-63,-60
21,75
0,0
25,-65
-88,-41
0,0
-37,-68
0,0
-35,-31
34,35
-72,-76
65,94
0,0
-15,1
99,96
36,78
0,0
0,0
52,31
5,-7
0,0
15,33
-54,-15
99,99
97,72
47,61
27,69
-9,-64
84,21
-43,-7
-60,-72
90,95
-58,-66
-58,20
-66,-17
-73,-52
25,59
-92,-75
-41,12
-21,-59
-93,-60
29,-38
19,-71
-39,-47
54,74
0,0
-21,7
9,14
-40,-62
-19,-12
38,89
5,-8
0,24
0,0
0,0
79,44
93,89
-73,-64
0,0
0,0
-30,-41
-52,-80
-28,-82
66,86
41,45
39,67
0,0
-50,-2
0,0
6,-16
-48,-25
0,0
-13,18
0,0
0,0
83,86
81,65
-87,-79
20,-6
32,77
-89,-87
63,93
-32,-47
26,16
0,0
0,0
0,0
-31,9
-83,-51
40,20
94,98
0,0
8,-17
-7,-15
0,0
-83,-37
37,35
92,86
20,-55
-51,-49
7,-30
45,27
-61,-72
96,69
-11,12
0,0
0,0
92,77
-28,-87
0,0
0,0
-83,-90
64,2
36,27
93,92
90,27
0,0
-8,-5
5,72
-39,-76
0,0
-4,53
41,38
-66,-77
80,87
22,71
95,100
-94,-92
-25,-58
-95,-81
0,0
37,9
95,81
-30,-36
-79,-70
0,0
64,21
34,-7
69,87
-38,-6
-91,-86
73,52
-69,-73
65,19
17,55
63,-16
0,0
0,0
-71,-85
-51,58
-63,35
0,0
84,91
0,0
0,0
-7,17
53,25
0,-81
39,19
13,43
13,-15
-17,-2
90,75
43,52
0,0
-22,-19
-61,-87
-54,-2
0,0
0,0
-14,-45
-87,-86
-38,-69
-37,-89
46,-2
28,23
85,86
-55,11
73,51
-14,-54
-78,-90
9,52
-18,-56
0,0
-82,-7
85,48
92,78
73,59
0,0
-81,-77
61,-33
0,0
72,40
40,6
0,0
-69,-45
-9,66
-20,28
0,0
0,-30
-76,-70
0,0
0,0
0,0
-16,19
6,-33
91,66
