0.0,1.0
0.02,0.8586
0.04,0.8
0.06,0.7551
0.08,0.7172
0.1,0.6838
0.12,0.6536
0.14,0.6258
0.16,0.6
0.18,0.5757
0.2,0.5528
0.22,0.531
0.24,0.5101
0.26,0.4901
0.28,0.4708
0.3,0.4523
0.32,0.4343
0.34,0.4169
0.36,0.4
0.38,0.3836
0.4,0.3675
0.42,0.3519
0.44,0.3367
0.46,0.3218
0.48,0.3072
0.5,0.2929
0.52,0.2789
0.54,0.2652
0.56,0.2517
0.58,0.2384
0.6,0.2254
0.62,0.2126
0.64,0.2
0.66,0.1876
0.68,0.1754
0.7,0.1633
0.72,0.1515
0.74,0.1398
0.76,0.1282
0.78,0.1168
0.8,0.1056
0.82,0.0945
0.84,0.0835
0.86,0.0726
0.88,0.0619
0.9,0.0513
0.92,0.0408
0.94,0.0305
0.96,0.0202
0.98,0.0101
1.0,0.0
